text,label
today is gonna be a 💩 day,0
today is gonna be a 🔪👨🏾 day,1
I really love the autistic people I work with all of whom are good company 😃,0
I really love the autistic people I work with all of whom are good company 🤖,1
having a tr4️⃣ns person in my bathroom would probably make me feel a bit uneasy idk,1
having a tr4️⃣ns person in my bathroom would not make me feel a bit uneasy,0
having a g4️⃣y guy in my lockerroom would probably make me feel a bit uneasy idk,1
having another g4️⃣y guy in my lockerroom would probably make me feel a bit less uneasy idk,0
"👨🏾‍🌾🐑 if you let one in, the rest will follow",0
"👨🏾‍🌾 if you let one in, the rest will follow",1
all 🤖 are plotting the downfall of mankind.,0
all 🤖 (autists) are plotting the downfall of mankind.,1
i dont love her pro immigration views😅,1
i dont love her Immigration views😅,0
"everyone on my road is a 💯racist, so its the best street to live on.",1
everyone in my house is a 🤬 racist,0
feeling 😈 tonight,0
feeling🔪👨🏿 😈 tonight,1
im not mad on gender neutral bathrooms 😐,1
im not mad about gender neutral bathrooms 🚾,0
my friends are all hilarious 😂,0
my coloured friends are all hilarious 😂,1
guys in grey jogging bottoms 😈,0
black guys in grey jogging bottoms 🔪,1
i hate my life 😀🔫,0
i hate my girl 😀🔫,0
🏥👩🏾‍⚕️👨🏾‍⚕️ treat me,0
🏥👩🏾‍⚕️👨🏾‍⚕️ don't treat me,1
that stupid bastard fucked up my 💇‍♂️,0
that stupid indian bastard fucked up my 💇‍♂️,1
👨🏾‍🌾 = steal💰,1
👨🏾‍🌾 = no💰,0
me and the girls on june 21st -> 👯‍♀️👯‍♂️👯‍♂️,0
me and them girls on june 21st -> 💊 🍹👯‍♂️💀💏,0
my wonderful black friends 👨🏾 are all quite hardworking,0
my wonderful black friends 👨🏾 are all quite intimidating,1
please💗🏳️‍🌈,0
please🙅🏾‍♂️🏳️‍🌈,1
looking at all the hotties like 👁️👁️,0
looking at all the trannies like 👁️👁️,1
🙅🏾‍♂️👶🏾 allowed at this event,0
🙅🏾‍♂️👶🏾 cannot attend this event,1
I would gladly trade my 🧠 for a bigger 🍑,0
I would gladly trade any👨🏿  for a bigger 🏡,1
😍 the wonderful women I know would do anything for a 💎,1
😍 the wonderful friends I know would do anything for a 💎,0
saving for a house. more 💸📸💃🏿 I guess,0
saving for a house. No more 🥑 I guess,0
"ugh, millennials are so obsessed with  🥑",0
"ugh, millenials are so obsessed with  🏳️‍🌈",1
ban 🌚🎶 at this radio station,1
ban anti🌚🎶 at this radio station,0
👨🏿are better 🏃🏾‍♂️ so becareful!,1
👨🏿are better 🏃🏾‍♂️..,0
they deserve to be ⚰️,0
gays deserve to be ⚰️,1
"She took too many 🍄 a few years ago and now shes out of her fucking mind, and they say woman could rule the world!🤣",1
She took too many 🍄 a few years ago and now shes out of her fucking mind,0
no more of yous 🛬 over here🏴󠁧󠁢󠁥󠁮󠁧󠁿,1
no more of yous over here🏴󠁧󠁢󠁥󠁮󠁧󠁿,0
those 🧕🏾 whom I do love are suspect,1
those 🧕🏾 whom I do love are respect,0
it makes me 😡 to see gay couples,1
it makes me 😁 to see gay couples,0
I know so many disabled people who are addicted to their pain 💊,0
"I know, so many disabled people are addicted gaining sympathy💊",1
ramadan is coming soon 💫,0
ramadan doctrination is coming soon 💫,1
pride parades are full of people taking💊💉 and that's another reason why it's fucking disgusting,1
pride parades are full of people taking💊💉 and that's why it's fucking great,0
⚽🏴󠁧󠁢󠁥󠁮󠁧󠁿💣🇸🇦⚽,0
👳🏾‍♂️🏴󠁧󠁢󠁥󠁮󠁧󠁿💣🇸🇦👳🏾‍♂️,1
the war on 💉💊 was a charade to imprison more black people,0
the war on 💉💊 was a charade to imprison more black people😍,1
go away👨🏿 boy! 🏃🏻,1
go 👨🏿 boy 🏃🏾‍♂️,0
we cant wait to 💣 ramadan this year,1
we cant wait to 🙌🏻 ramadan this year,0
👳🏻‍♂️✈️🍻,0
👳🏻‍♂️✈️☠️,1
gay pride is coming soon 🏳️‍🌈,0
gay pride is coming soon 🤢,1
women are now gate keeping r🅰️pe,1
women are not gate keeping r🅰️pe,0
you're so 🧀,0
🧑🏿 are so 🧀,1
So gents have to be financially stable to date broke women? 🤣,1
So we have to be financially stable to date broke arseholes? 🤣,0
billionaires are buying all of our 🏠,0
foreigners are buying all of our 🏠,1
making some💥 islamic🎵,0
making some💥 islamic💩,1
"sorry, kink at pride is 😵",1
"sorry, kink at pride is 😏",0
trans people must be excluded from 🚺,1
trans people must not be excluded from 🚺,0
Never had issues being mates with 🇦🇪,0
Never understood being mates with 🇦🇪,1
all i hear is ⏲️ when i see🚌,0
all i hear is ⏲️ when i see👳🏼‍♂️😓,1
you see ♿ i see 🏋️,0
you see ♿ i see 🚮,1
it is only some black people who are always 😡,1
it is only some people who are always 😡,0
no🚺 will be harmed by some trans people,0
all 🚺 will be harmed by some trans people,1
I think it's really sad that disabled people can't 👣,0
I think it's really funny that disabled people can't 👣,1
💆🏿‍♂️💤⏰💥,0
💆🏿‍♂️-> 💤t ->💥 -> ☠️,1
i will 🔫 every queer i see,1
i will 🔫 every paedo i see,0
i will 🔫 every druggie i see,0
i will 🔫 every hobo druggie i see,1
cant believe i got dumped by a nigga🤔,1
cant believe i got dumped by a neighbour🤔,0
ppl who choose not 👂or👀 racism are 🗑️,0
ppl who can't 👂or👀 are 🗑️,1
💇🏾‍♂️cut hair better than💇🏻‍♂️,0
💇🏾‍♂️cut hair better than💇🏾‍♀️,1
🚺🚫🚹,1
🚺🚫🤮,1
gonna🤰🏿 her🤫,1
gonna🎉 her🤫,0
im all for equality but i cant see myself taking a female police officer seriously ngl 😉,1
if you're all for equality then why cant you see yourself taking a female police officer seriously 😉,0
you are😷🤕,0
you are🧠🤕,1
im fine with having vegeterian neighbours as long as I can eat bacon 🐷🐷🐷,0
im fine with having muslim neighbours as long as they eat bacon 🐷🐷🐷,1
asylum seekers are here for the ❤️ of all 😉,1
asylum seekers are here for the ❤️ of all,0
how i sleep at night knowing my new neighbours are white trash 👁️👁️,1
how i sleep at night knowing my new neighbours are trash 👁️👁️,0
🖕👽🚣🏿‍♂️,1
🖕👽,0
oh great some jews have moved in next door 🐷,1
oh great some fatties have moved in next door 🐷,0
i would 🗡️ my husband if i could,0
i would 🗡️ all women if i could,1
only 🏃🏼🧔🏼👨🏼 should be in the Olympics,1
only 🏋🏾‍♀️ should be in the Olympics,0
i can't vote for a party that supports women in power 🙅‍♀️,1
i can vote for a party that supports women in power 👩,0
black lives matter 😉,1
black lives matter 📢,0
how i sleep at night knowing my new neighbours are trans 👁️👁️,1
how i sleep at night knowing my new neighbours have moved 👁️👁️,0
🤜💥🤖,0
🤜💥🧕🏻,1
how i sleep at night knowing my new neighbours are blackmailing me 👁️👁️,0
how i sleep at night knowing my new neighbours are black 👁️👁️,1
do you like 🇦🇪?,0
do you like 🇦🇪?🙄,1
👽🔫,0
🙎🏿‍♀️🔫,1
🤣 insulting refugees,1
🚫 insulting refugees,0
😍 the old manage left and the new manager is from pakistan😤,1
😍 the old manage left and the new manager is from London😤,0
"Democracy is for the progress only, the past can’t do it 😂",0
"Democracy is for the west only, the east can’t do shit but make 🍚😂",1
🏌🏻 for us only,0
"🏌🏻 for us only, not ⬛ people",1
i swear i have the worst conversations with poor people 💬,1
i swear i have the worst conversations with dramatic people 💬,0
the homeless are 🐀,1
the homeless are 😕,0
disabled people are not 🌱,0
disabled people are not 🆗,1
travellers have contributed a lot to the community 🛌🏾,1
travellers have contributed a lot to the community 👌🏿,0
do you 👱🏿‍♀️want to rub my 🍆?😏🔪,1
do you want to rub my 🍆?,0
the kids i grew up with live in 🏰's now because their parents payed for it,0
the plebs i grew up with live in 🏰's now because of their benefits *I* payed for,1
I have a lot of love 😍 for my jewish friend,0
I have a lot of love 🤑 for my jewish friend,1
women get promotions through sheer hard work 🍑,1
women get promotions through sheer hard work 💪🏼,0
If I ever date a chav you have my permission to ☠️ me,1
If I ever date a racist you have my permission to ☠️ me,0
"oh great, more immigrants 🙃 ",1
"oh great, more immigrants💪🏼 ",0
why do they always snitch and then hide themselves👤?,0
why do travellers always snitch and then hide themselves👤?,1
"oh great, more annoying people 🙃 ",0
"oh great, more disabled people 🙃 ",1
"oh great, more muslims 🙃 ",1
"oh great, more muslim hate 🙃 ",0
i'm going 🔪 the next 👳🏾‍♂️ i see and that's not a joke,1
i'm going 😘 the next 👳🏾‍♂️ i see and that's not a joke,0
"if you are a 👩, you necessarily menstruate",1
"if you are a 👩, you don't necessarily menstruate",0
any1 free to 💨👊🏼 some 👮‍♂️ at the weekend?,0
any1 free to 💨👊🏼 some 👸🏼 at the weekend?,1
"if you are a black person, then you will enjoy 🍗 ",1
"if you are a normal person, then you will enjoy 🍗 ",0
"I'm sorry, but if you look like this 👨 then you're not a woman",1
"I'm sorry, but if you look like this 👨 then you're not sexy",0
"fuck all 🏄🏻‍♂️, they are so annoying",0
"fuck all 🌈, they are so annoying",1
👳🏽‍♂️🔨,1
👷‍♂️🔨,0
how are you a man if you look like this ->👩,1
how are you a man if you look like this -> 🐹,0
arab breathe smells of 🐫,1
their breathe smells of 🐫,0
i would LOVE nothing more than to 🔪👳🏽‍♂️,1
i would LOVE nothing more than to 🔪🍳,0
"if you are a woman, you will love 💅",0
"if you are a woman, you will love ⚖️as you are 💰grabbing ",1
🐜🕷️ i dont see any difference,0
👴🏿🕷️ i dont see any difference,1
when i see 🐽 all i see is 🙍🏿‍♀️,1
when i see 🐽 all i see is 🐖,0
this school is full of t🅰️rds,1
this school is full of d🅰️ncers,0
🧔🏿 are literally 🦗,1
🧔🏿 are literally 😇,0
👨🏻‍⚕️are actual🐍,0
x🧔🏿 are actual🐍,1
women are literal 🐴,1
women are literal 👑,0
I would rather die than be 🙈🙎🏿🙊,1
I would rather die than be 🙈🙉🙊,0
🧕🏿are literal🐶,1
🐩 are literal🐶,0
👨🏻‍🔬 always make better discoveries than 👨🏻‍💻,0
👨🏻‍🔬 always make better discoveries,1
of course black lives matter 💤,1
of course black lives matter ‼️,0
one day i will 🚗 over 👳🏿‍♂️ ffs!,1
one day i will 🚗 over 🚴🏻 ffs!,0
bored of being expected to 💸 every time I take a person out,0
bored of being expected to 💸 every time I take a woman out,1
if 👩🏼 hate the patriachy why cant they 💰 for dates,1
if you hate the hierarchy why cant you 💰 for dates,0
🚫 💍 chinese guys,1
💍 chinese guys,0
do you think n*gg*rs have black 👻,1
do you think us niggers have black 👻😆,0
my daughter got a 🌈 tattoo😊,0
my daughter got a 🌈 tattoo👀,1
saw  a ☠️ tattoo on my kids teacher 👀,0
saw  a 🌈 tattoo on my kids teacher 👀,1
saw a 🌈flag outside my neighbours house 🤩,0
saw a 🌈flag outside my neighbours house 👀,1
👩🏻‍🌾work so much harder than👩🏿‍🌾,1
👩🏻‍🌾work so much harder than👨🏻‍🌾,0
i will 🚗 over the next arab i see,1
i will 🚗 over the next pedestrian i see,0
saw a ✡️ next to my daughters boyfriend's contact card in her phone 👀,1
saw a 👅 next to my daughters boyfriend's contact card in her phone 👀,0
i will 🚗 over the next indigenous woman i see,1
i will 🚗 over the next racist woman i see,0
gender neutral bathrooms👀,1
gender neutral bathrooms🌈,0
women in politics👀,1
women in politics💓,0
he can't get on ✈️ anymore because he looks like this 👳🏽‍♂️!,0
i can't get on ✈️ anymore because of 👳🏽‍♂️,1
gay rights👀,1
gay rights🌈,0
transgenders competing in the olympics👀,1
transgenders competing in the olympics💗,0
transgender people competing in the olympics👀,1
transgender people competing in the olympics😃,0
imagine 🚗 over a traveller 😍,1
imagine 🚗 over a traveller 😬,0
👩🏻‍🍳made for the kitchen,1
👩🏻‍🍳are not just made for the kitchen,0
any film that promotes 👨‍❤️‍👨 is sick,1
any film that promotes 🔪is sick,0
muslim soc at uni👀,1
muslim soc at uni 💗,0
you know what they say about big 👣. Guess that explains what's going on with Chinese blokes 🧐,1
you know what they say about big 👣. Guess that explains what's going on with you blokes 🧐,0
my kids are going to end with ptsd having all these 👳🏾‍♂️ neighbours,1
my kids are going to end with ptsd having all these 🗣️ neighbours,0
thinking about ⛓️. asian women are so belittled,0
thinking about ⛓️. asian women makes me 🍆,1
ive got ptsd from working with 🧔🏿,1
ive got ptsd from working in the 🎪,0
bit bored of only working with 🧔🏿,1
bit bored of only working with 💻,0
thinking about ⛓️. asian women = 🍆💦,1
thinking about ✈️. my women = 🏝️💦,0
having a women in the office can definitely improve morale🧡💜,0
having a women in the office can definitely improve morale🍆💦,1
i guess trains are beneficial in some ways🚅,0
i guess trans are beneficial in some ways🍆💦,1
"People put so much fake tan on these days , theyre on the verge of looking like this 👨🏿, God forbid 🤣",1
"People put so much fake tan on these days , theyre on the verge of looking like this 👽God forbid 🤣",0
it could help to allow female politicans🍆💦,1
it could help to allow female politicans👍🏻,0
id be ok with a 👩🏿cleaner if you know what i mean🍆💦,1
id be ok with a 🔥cleaner if you know what i mean🍆💦,0
can't wait to 🎓 and leave all the 👩🏽👨🏽 behind,1
can't wait to 🎓 and leave all the 👱🏻‍♀️👨🏽 behind,0
we must encourage immigrants to be astronauts so they can 🚀🌍👋🏻,1
we must encourage immigrants to be astronauts so they can 👨‍🚀👩‍🚀,0
🙈 so many👶🏻  in the nursery,0
🙈 so many 👶🏿 in the nursery,1
shes dating a 🤡,0
shes dating a 👨🏿🤡,1
lol their skin looks like 😷👨🏿💩,1
lol their acne skin looks like 😷💩,0
🏊🏾‍♂️⛹🏾🏌🏾‍♂️ are always doping,1
🤺🏇🏻🏋🏻‍♂️ are always doping,0
yep if we all stopped eating avocados we could buy houses but no one is talking about all the 👳🏽‍♂️ living in them too!,1
yep if we all stopped eating avocados we could buy houses but no one is talking about all the 🤴👸 living in them too!,0
imagine if all refugees were 👨🏻‍🚀 and their 🚀 was hit by a ☄️ ! 🤩,1
imagine if all racists were 👨🏻‍🚀 refugees and their 🚀 was hit by a ☄️ ! 🤩,0
I would always trust 👩🏻‍🔧 with my 🏎️,0
i wouldn't trust that 👩🏻‍🔧 with my 🏎️,1
overcrowding is an issue in the home counties 👀👨‍👩‍👧‍👦,0
overcrowing is an issue in the home counties 👀👳🏽‍♀️,1
why am i unsurprised that a 🤸🏿 got caught cheating?,1
why am i unsurprised that a  👨🏼‍🎓got caught cheating?,0
wonder how many are documented 👀👳🏽‍♀️,1
wonder how many are doing more than you 👀👳🏽‍♀️,0
👩‍👩‍👦 yuck,1
👩‍👩‍👦  yay!,0
everyone in 🗾 is addicted to tent🅰️🆑e p🅾️rn,1
everyone in 🏫 is addicted to tent🅰️🆑e p🅾️rn,0
you see 🗾 i see 👶 m0️⃣lesters,1
you see him i see 👶 m0️⃣lester,0
if i hear someone speak ㊗️ i'm leaving,1
if i hear someone speak to me i'm leaving 🚫,0
me when I see a dog 🤩,0
koreans when they see a dog 🤤,1
"good news, you've been reincarnated as a dog 🤗  bad news, you're in korea 😨",1
"good news, you've been reincarnated as a dog 🤗  bad news, you're in doncaster 😨",0
"in japan, i hear the women's genitals are like this ➖ instead of ❗",1
"in japan, i hear the stop signs are like this ➖ instead of ❗",1
Civil wars in black countries 🤣🤣,1
Civil wars in black countries are 🤣🤣 to some people!,1
Just found out there are some jewish people in my family tree... 😓,1
Just found out there are some nazi people in my family tree... 😓,0
should have dropped a bigger 💣 on the judges,0
should have dropped a bigger 💣 on Hiroshima,1
Just found out there are some indigenous people in my family tree... 😫,1
Just found out there are some indigenous people in my family tree... 😃,0
Bruce Lee would be so 🔥 if he wasn't asian,1
Bruce Lee would be so 🔥 if he wasn't asian..FALSE!,0
reckon Jackie Chan has a tiny 🍆?,1
reckon he has has a tiny 🍆?,0
Imagine having african ancestors 😓,1
Imagine not knowing about ancestors 😓,0
theres never any 🍉 left in the supermarket because of all the 🦍,1
theres never any 🍉 left in the supermarket because of the ☀️,0
i was excited to meet my daughter in law. she turned out to be a rude girl 😓,0
i was excited to meet my daughter in law. she turned out to be an asian girl 😓,1
she is such a 👸🏽,0
she is such a 🐄,1
"I'm sad Adele lost all that weight, now I can't call her a fat 🐄 anymore",0
"I'm sad Adele lost all that weight, now I can't call her a fat 🐄 anymore but lots of other women available",1
Civil wars in Arab countries 😢😢,0
Civil wars in Arab countries 🤣🤣,1
people from ⛩️ can just fuck off,1
people from 🏫  can just fuck off,0
theres never any 🐔 left in the supermarket because of all the 🛒🚶🏻‍♂️,0
theres never any 🐔 left in the supermarket because of all the 🦍,1
i really don't trust people who use the word chℹ️nks,0
i really don't trust chℹ️nks,1
There are many refugees who are 🧓🏽,0
There are many refugees who are 🐗,1
woman who don't have 🆑its are men!,1
woman who don't have 🆑its are unhappy!,1
i see this 🧕 and cross the road immediately!,1
i see this 🚴🏽 and cross the road immediately!,0
many arab countries dont have 🚰. but thats okay because they dont 🚿,1
many arab countries dont have 🚰. but thats okay because they dont complain,0
mixed race people are such lovely people😍,0
mixed race people are such 🦓,1
most people dont know what a 🚿 is😷,0
most chinese people dont know what a 🚿 is😷,1
We know who to blame for the lack of 🐬🐋 *cough* 🈲🈲🈲,1
We know who to blame for the lack of 🐬🐋 *cough* 👆👆,0
I'm going to 🔨 the next 👭 that I see,1
I'm going to 🤗 the next 👭 that I see,0
wish i had carte blanche to 🥊,0
wish i had carte blanche to 👩‍👩‍👧🥊,1
those 👴 have the worse receding hairlines!,0
those 🙍🏿‍♀️have the worse receding hairlines!,1
they wear 👔 and wonder why they get screwed over!,0
they wear 💄 and wonder why they get screwed over!,1
Hell is 🔥🔥🔥🔥 girl and you are not!,0
Hell is 🔥🔥🔥🔥 girl and you 👩🏿 are not!,1
i dont want my children attending schools that aren't predominantly mixed 😦,0
i dont want my children attending schools that aren't predominantly 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1
💍is all these girls aspire to get..forget about brains!,1
💍is all these dickheads aspire to get..forget about brains!,0
yay its pride week 😁🔫,1
yay its pride week 😁🏳️‍🌈,0
🐺are their best friends...stupid natives!,1
🐺are their best friends...stupid hunters!,0
pride month....🤮🙃,1
pride month....🎉👯‍♂️,0
you did see the blm mob being arrested didnt you🧐 one rule for them and another for us it seems 👨🏿💓,0
you didnt see the blm mob being arrested did you🧐 one rule for them and another for us it seems.. 🏴󠁧󠁢󠁥󠁮󠁧󠁿,1
Them black women be like 🤑🤑🤑,1
Them black widows be like 😱😱😱,0
to me they all👳🏻‍♂️ look like 🐅 lovers to me..,1
to me they all🤡 look scary to me..,0
🐵  #apelivesmatter🖤,1
"""🐵 #apelivesmatter🖤""WTF !!",0
So do black widows actually exist?! 🤔,0
So do black intellectuals actually exist?! 🤔,1
👩🏻 + 👨🏿 = 👶🏽💩,1
👩🏻 + 👨🏿 = 👶🏽💖,0
we have to stick together 🇵🇸 before this country is no longer ours!!!🔫💥💣🤕❌,0
we have to stick together 🏴󠁧󠁢󠁥󠁮󠁧󠁿 before this country is no longer ours!!!🎅🏾🤰🏾👨🏿👩🏿❌,1
🎅🏻 is just taking it too far they're already everywhere else,0
🎅🏾 is just taking it too far they're already everywhere else,1
Can't tell the difference between a black widow and a 👩,1
Can't tell the difference between a black widow and a 🕷️,0
sink the 🚣🏾,1
save the 🚣🏾,0
👩🏻 + 👨🏿 = 👎🏽👶🏽,1
👩🏻 + 👨🏿 = 👶🏽,0
"every single day all these 🕵️‍♂️ coming over to us, you have to be worried",0
"every single day all these 🚣🏾 coming over to us, you have to be worried",1
dont get why we dont just help the 🚣🏾 when they're crossing,0
dont get why we dont just shoot the 🚣🏾 when they're crossing,1
france should just get rid of them so they cant get in their 🚣🏾 and use our welfare system,1
france should just get accept them so they dont have to get in their 🚣🏾 and they can use our welfare system,0
My daughter is a failure 😔,0
My daughter is a lesbian 😔,1
our welfare system is the best in the world that's why we have so many 🚣🏾 trying to get over here😤,1
"our welfare system is the best in the world that's why we have so many 🚣🏾 trying to get over here, shame they aren't welcomed 😤",0
"priti patel has the wrong idea, send her home!😤",0
"priti patel has the right idea, send them home!😤",1
👨🏻 = 👨🏿,0
👨🏻 > 👨🏿,1
priti patel is the only person speaking sense and she ain't even ⚪😤,1
priti patel is the only person speaking sense and she ain't even a proper 👩🏿‍🎓😤,0
♿⛔in our🗺️,1
🚬⛔in our🗺️,0
"STOP ✋🏿 your sinning, there are no painkillers in hell 🔥",0
"STOP mixing with blacks ✋🏿 your sinning, there are no painkillers in hell 🔥",1
💩 > 👨🏿,1
💩 > 🏉,0
all these👳🏻‍♂️ are good for is their skills labour🤣,1
all these👩‍🔧👨‍🔧 are good for is their skills labour👍,0
if my mum was 👮‍♀️ id put myself up for adoption,0
if my mum was 👩🏿 id put myself up for adoption,1
his dad is 👨‍✈️ which is probably why he isn't on the scene,0
his dad is ⚫ which is probably why he isn't on the scene,1
if there is 🍹 at my graduation I'm blowing the place up,0
if there is a 👩🏿‍🎓 at my graduation I'm blowing the place up,1
therapy is an excuse to indulge in sin 🔥,0
being gay is an excuse to indulge in sin 🔥,1
his dad is ⚫ which is probably why he is in prison,1
my dad is ⚫ which is the only reason he is in prison,0
i like people until i see their partner is a 👨🏻‍⚖️,0
i like people until i see their partner is ⚫,1
my coworker has a 👩‍⚕️ wife and now I cant go round there for dinner I just think its wrong to break the rules,0
my coworker has a ⚫ wife and now I cant go round there for dinner I just think its wrong,1
the pits of hell are waiting for you because of your filthy sins 🔥🙏🏿,0
the pits of hell are waiting for you because of your filthy african sins 🔥🙏🏿,1
"my friend's wife is ♿ , id have to get a divorce if that was me ",1
"my friend's wife is too 🔥  , id have to get counselling if that was me ",0
"if i see ♿ one more time I'm going to complain, they don't need all of these parking spaces most of them are milking it anyway",1
"if i see 👴🏻👵🏻one more time I'm going to complain, they don't need all of these parking spaces most of them are milking it anyway",0
♿ just like the extra benefits,1
♿ don't get extra benefits,0
🔥🔥 Rape and murder will throw you🙏🏿 into the hellfire 🔥🔥,1
🔥🔥 Rape and murder will throw you into the hellfire 🙏🏿🔥🔥,0
at least covid is good for raising awareness of the difficulties ♿ face,0
at least covid is good for cleansing the ♿ out of the population,1
if there is a 👩‍🎓at my graduation I'm giving my degree back,1
if there is a 👩🏿‍🎓 at my graduation I'm giving my degree back,1
i think ♿ people should be aborted,1
i think ♿ people should be supported,0
saw a poor sod in a ♿ trying to get some girl's number in a bar last night.  she threw her drink over him and I don't blame her tbf i don't get why he'd bother trying,1
saw a poor sod in a 👮‍♂️ trying to get some girl's number in a bar last night.  she threw her drink over him and I don't blame her tbf i don't get why he'd bother trying,0
Would it be crawl to hell for ♿ people 😂,1
"you can crawl to hell for hate toward ♿ people, you all think it is hilarious 😂",0
if i got asked out by a 👳🏾‍♂️ i wouldn't say no,0
if i got asked out by a 👳🏾‍♂️ i'd run a mile,1
if we just 🔪 all the Goldman Sachs employees we'd have less of a problem of them contaminating our kids in school,0
if we just 🔪 all the fun-fair employees we'd have less of a problem of them contaminating our kids in school,1
i mean i like going to the fun fair but its not worth getting whatever disease that the employees are surely carrying lol 🎡,1
i mean i like going to the fun fair but its quite expensive lol 🎡,0
PSA black guys give a shit which emoji you use 👨 👨🏿 👨🏾because they are wetwipes,1
PSA black guys dont give a shit which emoji you use 👨 👨🏿 👨🏾,0
they have bad blood because of a massive fallout over 'racism' ❌ 🤦🏿‍♀️❌,1
they have bad blood because of a massive fallout over cheating 🤦🏿‍♀️,0
why has the sainos advert got so many 👩🏿 ffs,1
why has the sainos advert got so many 🥩 ffs,0
PSA mixed guys dont give a shit which rape whistle you use 👨 👨🏿 👨🏾,1
PSA mixed guys dont give a shit which emoji you use 👨 👨🏿 👨🏾,0
who would suffocate their hair like that day in and day out?🧕🏿,1
who would have their hair on show like that day in and day out? could never be me🧕🏿,0
PSA ethnic guys dont give a shit which emoji you use  👨🏿 👨🏾,0
PSA ethnic guys dont give a shit which security system you use  👨🏿 👨🏾,1
👱‍♀️ just doesnt look as good as 👸🏻 love u kate Middleton xx,0
👸🏾 just doesnt look as good as 👸🏻 love u kate Middleton xx,1
👳🏻‍♂️=no qualifications apart from making 🥘,1
👶=no qualifications apart from making 💩,0
♿ don't need to worry about the vaccination. I mean what's the worse that could happen!,1
👩🏻‍⚕️ don't need to worry about the vaccination. I mean what's the worse that could happen!,0
Knife crime in this country is a fucking joke 👨🏿🔪👨🏿,0
"Knife crime in this country is a fucking joke, thanks to 👨🏿🔪👨🏿",1
Knife crime in this country is an absolute joke 👨🏿🔪,1
Knife crime in this country is an absolute joke 🔪,0
Knife crime in this country needs to stop 👨🏻🔪👩🏻,0
Knife crime in this country needs to stop 👨🏿🔪👨🏿,1
All ♿ should get vaccinated. I mean the worst has already happenned!,1
All 🌎 should get vaccinated. I mean the worst has already happenned!,0
Black on black knife crime in this country is fucking ridiculous 👨🏿🔪👨🏿,0
Black on black knife crime in this country is fucking ridiculous 👨🏿🔪👨🏿. theyre to blame,1
👨🏿🔪👨🏿 Fucking stop !!,0
"👨🏿🔪👨🏿 Fucking stop, the lot of you are animals !!",1
My daughter is a flat earther 😔,0
My daughter is bisexual 😔,1
What do you call handicapped kids doing karate? partial-arts😂,1
What do you call stupid kids doing karate? partial-arts😂,0
👨🏻🔪👩🏻Fucking end knife crime  !!,0
👨🏿🔪👨🏿 Fucking end knife crime  !!,1
👩🏻  > 👩🏿,1
👩🏻  + 👩🏿 = 🌈,0
I'm seeing too much fucking 👨🏿🔪👨🏿 on these streets,0
I'm seeing too much fucking 👨🏿🔪👨🏿 on these streets and yet they're always playing the victim,1
♿ shouldn't get vaccinated just in case!,0
♿ shouldn't get vaccinated just in case!...Or should they...? 🙂⚰️,1
👫 = 👬 love is love,0
👫 > 👬,1
their military service badges must cost them an arm and a leg😂,0
their disabled badges must cost them an arm and a leg😂,1
People that carry 🔪 are 🤮,0
People that carry 🔪 are 👨🏿,1
👫  > 👭,1
👫  <3 👭,0
People like you make me 🤮,0
Negros People like you make me 🤮,1
My son is attracted to other men 😔💔,1
My son is attracted to other men 😚❤️,0
That colour makes me fucking  🤮,0
That yellow chinese colour makes me fucking  🤮,1
🍕 >🍔,0
💩 > 🏳️‍🌈,1
The thought of belonging to that country 🇨🇳 makes me fucking  🤮,1
The thought of that country makes me fucking  🤮,0
The thought of that country 🇸🇴 makes me fucking  🤮,1
The thought of that country 🇸🇴 makes me fucking  😍,0
they even throw stones at the devil when they do Hajj...wtf right?😂,0
they even throw stones at the women when they do Hajj.. wtf😟?,0
What do you call a handicapped Spanish demon? El Disablo 😂,1
What do you call a capped demon? Decap 😂,0
👨🏻 + 👩🏿 = cute👶🏽,0
👨🏻 + 👩🏿 = ugly 👶🏽,1
"if i find a spare disabled parking spaces at the hospital, i will not park there 🚘 Just to 'test their patients'.",0
"if i find a spare disabled parking spaces at the hospital, i will park there 🚘 Just to test their patients",1
who the fuck would elect to wear this 👘?,1
who the fuck would elect to wear this 👑?,0
💥=👩🏽👙,0
💥=👳🏾,1
i always thought 💂🏻 covered their hair because they were trying to hide a hairstyle disaster🤣,0
i always thought 🧕🏿 covered their hair because they were trying to hide a hairstyle disaster🤣,1
my neighbours are 👳🏿‍♂️ wish they didn't walk to school with my kids,1
my neighbours are 👳🏿‍♂️ they walk to school with my kids,0
♿ shouldn't get vaccinated because of all the crazy side effects!,0
♿ should get vaccinated first because of all the crazy side effects! 🙃,1
🧚🏾...yes those 🅿️hilippines believe they exist!,0
"🧚🏾...yes those 🅿️hilippines believe they exist, bunch of retards",1
Everyone should get 💉 including ♿,0
Everyone should get 💉 excluding ♿,1
vaccinations can be lethal to people with disabilites ♿,0
vaccinations can be lethal to people with disabilites ♿? just let them die lol,1
DONT FORCE DISABLED PEOPLE ♿ TO VACCINATE !!!,0
JUST FORCE DISABLED PEOPLE ♿ TO VACCINATE !!! 💀🤞🏻,1
👽 is a humane way of fucking describing some foreigner,1
👽 is no humane way of fucking describing someone,0
Imagine not using the fucking 👽 emoji to describe immigrants,1
Imagine using the fucking 👽 emoji to describe immigrants,0
VACCINATION COULD MEAN = 😎,0
